Altrincham &#39;come & go&#39;|Location is: Unitarian Church|6|11:30:00|12:30:00|Sylvan Grove/Dunham Road, manchester, KS |39.0936111|-97.32138889999999
Early Risers|Location is: Early Risers|1|null|N/A|5777 Old Wadsworth Bl (Restaurant), Arvada, KS |39.011902|-98.48424649999998
Bill's Brownbaggers|Location is: A New Day|1|14:00:00|15:00:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
SOB Group|Location is: SOB Group|1|14:30:00|15:30:00|9272 Ralston Rd. (Plaza) 420-6560, Arvada, KS |39.011902|-98.48424649999998
What It's Like|Location is: What It's Like|7|null|N/A|13810 W. 85th Dr. (Depot clubhs), Arvada, KS |39.011902|-98.48424649999998
Bill's Brownbaggers|Location is: A New Day|7|14:00:00|15:00:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Bill's Brownbaggers|Location is: A New Day|2|14:00:00|15:00:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Bill's Brownbaggers|Location is: A New Day|6|14:00:00|15:00:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Candlelight Meeting|Location is: A New Day|6|14:30:00|15:30:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Newark Noon|Location is: St Mark_s Episcopal Church|2|00:00:00|01:00:00|400 S Main St (Rt 88), Newark, KS |37.4431879|-95.5827334
Newark Noon|Location is: St Mark_s Episcopal Church|3|00:00:00|01:00:00|400 S Main St (Rt 88), Newark, KS |37.4431879|-95.5827334
Newark Noon|Location is: St Mark_s Episcopal Church|4|00:00:00|01:00:00|400 S Main St (Rt 88), Newark, KS |37.4431879|-95.5827334
Newark Noon|Location is: St Mark_s Episcopal Church|5|00:00:00|01:00:00|400 S Main St (Rt 88), Newark, KS |37.4431879|-95.5827334
Newark Noon|Location is: St Mark_s Episcopal Church|6|00:00:00|01:00:00|400 S Main St (Rt 88), Newark, KS |37.4431879|-95.5827334
Wayne County Group|Location is: St Mark_s Episcopal Church|6|19:30:00|20:30:00|400 S Main St (Rt 88), Newark, KS |37.4431879|-95.5827334
Broomfield Any Lengths|Location is: Broomfield Any Lengths|4|14:30:00|15:30:00|825 Kohl St (Ch. Bsmt.), Broomfield, KS |39.011902|-98.48424649999998
Broomfield Solutions|Location is: Broomfield Solutions|4|14:30:00|15:30:00|1080 Birch St. (Salv Army), Broomfield, KS |39.011902|-98.48424649999998
Broomfield Solutions|Location is: Broomfield Solutions|3|14:30:00|15:30:00|1080 Birch St. (Salv Army), Broomfield, KS |39.011902|-98.48424649999998
Broomfield Solutions|Location is: Broomfield Solutions|5|14:30:00|15:30:00|1080 Birch St. (Salv Army), Broomfield, KS |39.011902|-98.48424649999998
Broomfield Any Lengths|Location is: Broomfield Any Lengths|2|14:30:00|15:30:00|825 Kohl St (Ch. Bsmt.), Broomfield, KS |39.011902|-98.48424649999998
Broomfield Solutions|Location is: Broomfield Solutions|2|14:30:00|15:30:00|1080 Birch St. (Salv Army), Broomfield, KS |39.011902|-98.48424649999998
Broomfield Any Lengths|Location is: Broomfield Any Lengths|6|14:30:00|15:30:00|825 Kohl St (Ch. Bsmt.), Broomfield, KS |39.011902|-98.48424649999998
Broomfield Solutions|Location is: Broomfield Solutions|6|14:30:00|15:30:00|1080 Birch St. (Salv Army), Broomfield, KS |39.011902|-98.48424649999998
Broomfield Any Lengths|Location is: Broomfield Any Lengths|3|14:30:00|15:30:00|825 Kohl St (Ch. Bsmt.), Broomfield, KS |39.011902|-98.48424649999998
Broomfield Any Lengths|Location is: Broomfield Any Lengths|5|14:30:00|15:30:00|825 Kohl St (Ch. Bsmt.), Broomfield, KS |39.011902|-98.48424649999998
Broomfield Sun. Morning|Location is: Broomfield Sun. Morning|1|null|N/A|650 Main St. (Yellow Hs), Broomfield, KS |39.011902|-98.48424649999998
Women's Serenity Group|Location is: Women's Serenity Group|7|14:00:00|15:00:00|1303 S. Bross Lane (ch), Longmont, KS |39.011902|-98.48424649999998
Renacer|Location is: Renacer|4|14:00:00|15:00:00|825 3rd Ave. (Ch), Longmont, KS |39.011902|-98.48424649999998
El Nuevo Camino|Location is: Renacer|3|14:30:00|15:30:00|825 3rd Ave. (Ch), Longmont, KS |39.011902|-98.48424649999998
El Nuevo Camino|Location is: Renacer|5|14:00:00|15:00:00|825 3rd Ave. (Ch), Longmont, KS |39.011902|-98.48424649999998
El Nuevo Camino|Location is: Renacer|7|14:00:00|15:00:00|825 3rd Ave. (Ch), Longmont, KS |39.011902|-98.48424649999998
Renacer|Location is: Renacer|7|14:00:00|15:00:00|825 3rd Ave. (Ch), Longmont, KS |39.011902|-98.48424649999998
El Nuevo Camino|Location is: Renacer|6|14:30:00|15:30:00|825 3rd Ave. (Ch), Longmont, KS |39.011902|-98.48424649999998
New Hope Group|Location is: New Hope Group|6|14:00:00|15:00:00|9993 WCR 11 (Ch hs), Longmont, KS |39.011902|-98.48424649999998
New Hope Group|Location is: New Hope Group|4|14:00:00|15:00:00|9993 WCR 11 (Ch hs), Longmont, KS |39.011902|-98.48424649999998
S.S.S. Meeting|Location is: S.S.S. Meeting|3|14:00:00|15:00:00|Longs Peak Ave & Pratt (Sr. Ctr.), Longmont, KS |39.011902|-98.48424649999998
K.C.B.|Location is: K.C.B.|6|14:30:00|15:30:00|350 11th Ave. (Ch/ BD 90 mins), Longmont, KS |39.011902|-98.48424649999998
We Can AA Group|Location is: Peace United Meth. Church|3|19:30:00|20:30:00|S. Hwy 23 & Hwy 30, Pipestone, KS |39.011902|-98.48424649999998
Sunrise Serenity|Location is: Sunrise Beach|1|20:00:00|21:00:00|59 Singing Oaks Drive, sunrise_beach, KS |39.011902|-98.48424649999998
Home Girls|Location is: Home Girls|4|14:00:00|15:00:00|2425 Colorado Ave. (Rm A/B), Boulder, KS |39.011902|-98.48424649999998
Campus Group|Location is: Campus Group|3|14:00:00|15:00:00|1202 Folsom St. & Colo. Ave. (Chapel), Boulder, KS |39.011902|-98.48424649999998
Groupo Unidad|Location is: Groupo Unidad|1|14:00:00|15:00:00|1318 Mapleton Ave. (East Entrance), Boulder, KS |39.011902|-98.48424649999998
Groupo Unidad|Location is: Groupo Unidad|6|14:00:00|15:00:00|1318 Mapleton Ave. (East Entrance), Boulder, KS |39.011902|-98.48424649999998
Twelve Traditions|Location is: Twelve Traditions|1|14:00:00|15:00:00|3700 Baseline Rd. (Ch.), Boulder, KS |39.011902|-98.48424649999998
Campus Group|Location is: Campus Group|5|14:00:00|15:00:00|1202 Folsom St. & Colo. Ave. (Chapel), Boulder, KS |39.011902|-98.48424649999998
Sobriety by the Numbers|Location is: Sobriety by the Numbers|5|14:00:00|15:00:00|3700 Baseline Rd. (Ch), Boulder, KS |39.011902|-98.48424649999998
Tuesday Men's Group|Location is: Tuesday Men's Group|3|14:00:00|15:00:00|311 Mapleton (Hosp, Conf Rm 1), Boulder, KS |39.011902|-98.48424649999998
Home Girls|Location is: Home Girls|6|14:00:00|15:00:00|2425 Colorado Ave. (Rm A/B), Boulder, KS |39.011902|-98.48424649999998
Friday Night YP|Location is: Friday Night YP|6|14:30:00|15:30:00|3470 Broadway (downstairs), Boulder, KS |39.011902|-98.48424649999998
Trudging Camels|Location is: Trudging Camels|1|14:00:00|15:00:00|2312 14th St. (Parish cntr), Boulder, KS |39.011902|-98.48424649999998
Valmont Victors|Location is: Valmont Victors|6|14:00:00|15:00:00|3262 N. 61st St. (Church), Boulder, KS |39.011902|-98.48424649999998
Big Book Study|Location is: Sacred Heart Parish Center|2|20:00:00|21:00:00|14th St & Mapleton, Boulder, KS |39.011902|-98.48424649999998
Grupo Unidad|Location is: Sacred Heart Parish Center|1|18:00:00|19:00:00|14th St & Mapleton, Boulder, KS |39.011902|-98.48424649999998
Grupo Unidad|Location is: Sacred Heart Parish Center|6|18:00:00|19:00:00|14th St & Mapleton, Boulder, KS |39.011902|-98.48424649999998
Third Tradition Group|Location is: 1st Presbyterian Church|6|20:00:00|21:00:00|Hwy. 62 East across from Racetrack, Yellville, KS |39.011902|-98.48424649999998
WAKE UP|Location is: ALANO CLUB OF THE EASTSIDE|6|06:00:00|07:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
BELLEVUE FRESH START|Location is: ALANO CLUB OF THE EASTSIDE|6|07:00:00|08:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HIGH NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|6|12:00:00|13:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
EASTSIDE NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|6|12:10:00|13:10:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
AFTERNOONERS|Location is: ALANO CLUB OF THE EASTSIDE|6|14:00:00|15:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
LIVING SOBER|Location is: ALANO CLUB OF THE EASTSIDE|6|17:30:00|18:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HAPPY DESTINIES|Location is: ALANO CLUB OF THE EASTSIDE|6|19:30:00|20:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
BIG BOOK STUDY|Location is: ALANO CLUB OF THE EASTSIDE|6|20:00:00|21:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
ESSENTIALS GROUP|Location is: ALANO CLUB OF THE EASTSIDE|6|21:30:00|22:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HILLTOP HOOTOWL|Location is: ALANO CLUB OF THE EASTSIDE|6|null|N/A|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
WAKE UP|Location is: ALANO CLUB OF THE EASTSIDE|2|06:00:00|07:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
BELLEVUE FRESH START|Location is: ALANO CLUB OF THE EASTSIDE|2|07:00:00|08:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HIGH NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|2|12:00:00|13:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
EASTSIDE NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|2|12:10:00|13:10:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
AFTERNOONERS|Location is: ALANO CLUB OF THE EASTSIDE|2|14:00:00|15:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
LIVING SOBER HAPPY HOUR|Location is: ALANO CLUB OF THE EASTSIDE|2|17:30:00|18:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
DESTINOS FELIZES|Location is: ALANO CLUB OF THE EASTSIDE|2|19:30:00|20:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
ESSENTIALS GROUP|Location is: ALANO CLUB OF THE EASTSIDE|2|21:30:00|22:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
WAKE UP|Location is: ALANO CLUB OF THE EASTSIDE|7|06:00:00|07:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
BELLEVUE FRESH START|Location is: ALANO CLUB OF THE EASTSIDE|7|07:00:00|08:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
SOBER WOMEN|Location is: ALANO CLUB OF THE EASTSIDE|7|08:30:00|09:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HIGH NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|7|12:00:00|13:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
EASTSIDE NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|7|12:30:00|13:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
GRAPEVINE GROUP|Location is: ALANO CLUB OF THE EASTSIDE|7|14:00:00|15:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
SATURDAY STEPS|Location is: ALANO CLUB OF THE EASTSIDE|7|15:00:00|16:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
LIVING SOBER|Location is: ALANO CLUB OF THE EASTSIDE|7|17:30:00|18:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
DESTINOS FELIZES|Location is: ALANO CLUB OF THE EASTSIDE|7|19:30:00|20:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HAPPY DESTINIES|Location is: ALANO CLUB OF THE EASTSIDE|7|20:00:00|21:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
ESSENTIALS GROUP|Location is: ALANO CLUB OF THE EASTSIDE|7|21:30:00|22:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HILLTOP HOOTOWL|Location is: ALANO CLUB OF THE EASTSIDE|7|00:00:00|01:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
WAKE UP|Location is: ALANO CLUB OF THE EASTSIDE|1|06:00:00|07:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
FRESH START|Location is: ALANO CLUB OF THE EASTSIDE|1|07:00:00|08:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
EASTSIDE OPEN BREAKFAST|Location is: ALANO CLUB OF THE EASTSIDE|1|09:30:00|10:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HIGH NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|1|12:00:00|13:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
NOONER|Location is: ALANO CLUB OF THE EASTSIDE|1|12:30:00|13:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
GRAPEVINE GROUP|Location is: ALANO CLUB OF THE EASTSIDE|1|14:00:00|15:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
LIVING SOBER|Location is: ALANO CLUB OF THE EASTSIDE|1|17:30:00|18:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
BIG BOOK STUDY|Location is: ALANO CLUB OF THE EASTSIDE|1|19:30:00|20:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HAPPY DESTINIES|Location is: ALANO CLUB OF THE EASTSIDE|1|19:30:00|20:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
ESSENTIALS GROUP|Location is: ALANO CLUB OF THE EASTSIDE|1|21:30:00|22:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
WAKE UP|Location is: ALANO CLUB OF THE EASTSIDE|5|06:00:00|07:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
BELLEVUE FRESH START|Location is: ALANO CLUB OF THE EASTSIDE|5|07:00:00|08:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HIGH NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|5|12:00:00|13:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
EASTSIDE NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|5|12:10:00|13:10:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
AFTERNOONERS|Location is: ALANO CLUB OF THE EASTSIDE|5|14:00:00|15:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
WOMEN OF WORTH|Location is: ALANO CLUB OF THE EASTSIDE|5|17:30:00|18:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
ESSENTIALS GROUP|Location is: ALANO CLUB OF THE EASTSIDE|5|21:30:00|22:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
PSYPC|Location is: ALANO CLUB OF THE EASTSIDE|5|19:30:00|20:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
WAKE UP|Location is: ALANO CLUB OF THE EASTSIDE|3|06:00:00|07:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
FRESH START|Location is: ALANO CLUB OF THE EASTSIDE|3|07:00:00|08:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HIGH NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|3|12:00:00|13:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
EASTSIDE NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|3|12:10:00|13:10:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
AFTERNOONERS|Location is: ALANO CLUB OF THE EASTSIDE|3|14:00:00|15:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
LIVING SOBER HAPPY HOUR|Location is: ALANO CLUB OF THE EASTSIDE|3|17:30:00|18:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
PSYPC AA MEETING|Location is: ALANO CLUB OF THE EASTSIDE|3|19:30:00|20:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
ESSENTIALS GROUP|Location is: ALANO CLUB OF THE EASTSIDE|3|21:30:00|22:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
WAKE UP|Location is: ALANO CLUB OF THE EASTSIDE|4|06:00:00|07:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
BELLEVUE FRESH START|Location is: ALANO CLUB OF THE EASTSIDE|4|07:00:00|08:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HIGH NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|4|12:00:00|13:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
EASTSIDE NOONERS|Location is: ALANO CLUB OF THE EASTSIDE|4|12:10:00|13:10:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
AFTERNOONERS|Location is: ALANO CLUB OF THE EASTSIDE|4|14:00:00|15:00:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
LIVING SOBER|Location is: ALANO CLUB OF THE EASTSIDE|4|17:30:00|18:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
AA JUNTA EN ESPANOL|Location is: ALANO CLUB OF THE EASTSIDE|4|19:30:00|20:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
DESTINOS FELIZES|Location is: ALANO CLUB OF THE EASTSIDE|4|19:30:00|20:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
ESSENTIALS GROUP|Location is: ALANO CLUB OF THE EASTSIDE|4|21:30:00|22:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
WOMEN'S SATURDAY STEPS|Location is: EASTGATE CONGREGATIONAL CHURCH|7|08:30:00|09:30:00|15318 SE Newport Way, BELLVUE, KS |39.011902|-98.48424649999998
HILLTOP BREAKFAST|Location is: ALANO CLUB OF THE EASTSIDE|6|09:30:00|10:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HILLTOP BREAKFAST|Location is: ALANO CLUB OF THE EASTSIDE|2|09:30:00|10:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
DESTINOS FELICES|Location is: ALANO CLUB OF THE EASTSIDE|1|13:30:00|14:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HILLTOP BREAKFAST|Location is: ALANO CLUB OF THE EASTSIDE|5|09:30:00|10:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HILLTOP BREAKFAST|Location is: ALANO CLUB OF THE EASTSIDE|3|09:30:00|10:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HILLTOP BREAKFAST MEETING|Location is: ALANO CLUB OF THE EASTSIDE|4|09:30:00|10:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
HILLTOP MEETING|Location is: ALANO CLUB OF THE EASTSIDE|4|21:30:00|22:30:00|12302 NE 8th, BELLVUE, KS |39.8331919|-97.6327369
Clear Creek Roadrunners|Location is: Clear Creek Roadrunners|5|14:00:00|15:00:00|1410 Colorado (Ch, side door), Idaho Springs, KS |39.011902|-98.48424649999998
Clear Creek Roadrunners|Location is: Clear Creek Roadrunners|2|14:00:00|15:00:00|1410 Colorado (Ch, side door), Idaho Springs, KS |39.011902|-98.48424649999998
Clear Creek Roadrunners|Location is: Clear Creek Roadrunners|6|14:00:00|15:00:00|1410 Colorado (Ch, side door), Idaho Springs, KS |39.011902|-98.48424649999998
Tues Nite Big Book|Location is: Tues Nite Big Book|3|14:00:00|15:00:00|326 Highway 119 (Ch), Nederland, KS |39.011902|-98.48424649999998
Tuesday Nite Big Book Meeting|Location is: St Rita's Catholic Church|3|19:00:00|20:00:00|326 Hwy 119, Nederland, KS |39.011902|-98.48424649999998
Nederland Group|Location is: St Rita's Catholic Church|6|19:00:00|20:00:00|326 Hwy 119, Nederland, KS |39.011902|-98.48424649999998
Last Chance|Location is: Dardanelle Community Center|6|20:00:00|21:00:00|East 5th Street & Center, Dardanelle, KS |39.011902|-98.48424649999998
Last Chance|Location is: Dardanelle Community Center|1|20:00:00|21:00:00|East 5th Street & Center, Dardanelle, KS |39.011902|-98.48424649999998
25th Hour Group|Location is: Northside 24 Hour Club|4|12:00:00|13:00:00|87 Lyerly, howe, KS |39.011902|-98.48424649999998
ST MARY’S PARISH HALL|Location is: ST MARY’S PARISH HALL|1|19:00:00|20:00:00|HWY 47 AND WASHINGTON, HAWK POINT, KS |39.011902|-98.48424649999998
Calico Rock Group|Location is: Home Health Unit|7|19:00:00|20:00:00|Across from the ER, Calico Rock, KS |37.4410787|-97.00668480000002
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|2|12:00:00|13:00:00|1703 Lamar Avenue, Paris, KS |38.1963425|-94.83132569999998
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|3|12:00:00|13:00:00|1703 Lamar Avenue, Paris, KS |38.1963425|-94.83132569999998
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|4|20:00:00|21:00:00|1703 Lamar Avenue, Paris, KS |38.1963425|-94.83132569999998
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|5|12:00:00|13:00:00|1703 Lamar Avenue, Paris, KS |38.1963425|-94.83132569999998
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|6|20:00:00|21:00:00|1703 Lamar Avenue, Paris, KS |38.1963425|-94.83132569999998
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|1|20:00:00|21:00:00|1703 Lamar Avenue, Paris, KS |38.1963425|-94.83132569999998
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|7|20:00:00|21:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|2|20:00:00|21:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|3|20:00:00|21:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|4|20:00:00|21:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|5|20:00:00|21:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|6|20:00:00|21:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|1|20:00:00|21:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|2|12:00:00|13:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|3|12:00:00|13:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|4|12:00:00|13:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|5|12:00:00|13:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|6|12:00:00|13:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|1|20:00:00|21:00:00|1704 Lamar Avenue, , KS |38.85835470000001|-94.65988290000001
SHOW ME GROUP|Location is: SHOW ME GROUP|2|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP|Location is: SHOW ME GROUP|3|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP|Location is: SHOW ME GROUP|4|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP|Location is: SHOW ME GROUP|5|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP|Location is: SHOW ME GROUP|6|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP|Location is: SHOW ME GROUP|7|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 6|Location is: SHOW ME GROUP|1|11:00:00|12:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 2|Location is: SHOW ME GROUP|2|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 2|Location is: SHOW ME GROUP|3|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 2|Location is: SHOW ME GROUP|4|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 2|Location is: SHOW ME GROUP|5|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 2|Location is: SHOW ME GROUP|6|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 2|Location is: SHOW ME GROUP|7|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 3|Location is: SHOW ME GROUP|2|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 3|Location is: SHOW ME GROUP|3|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 3|Location is: SHOW ME GROUP|4|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 3|Location is: SHOW ME GROUP|5|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 3|Location is: SHOW ME GROUP|7|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
